ID,homo_lumo_gap_ev,final_single_point_energy_hartree,homo_energy_ev,lumo_energy_ev,chemical_hardness_eta_ev,electrophilicity_index_omega_ev,dipole_moment_magnitude_debye,electronegativity_chi_ev
DB05644,3.7027,-4938.55194529,-4.9963,-1.2936,1.85135,2.67121574,32.59554926,3.14495
DB05659,2.5764,-5355.5429287,-4.9812,-2.4048,1.2882,5.29352934,15.18127529,3.693
DB05667,2.976,-6089.37612196,-4.436,-1.46,1.488,2.92026344,15.79771015,2.948
DB05676,1.9837,-5528.58759253,-5.039,-3.0553,0.99185,8.25700616,10.3847067,4.04715
DB05678,3.0663,-5547.86144273,-5.0453,-1.979,1.53315,4.02282804,27.60535144,3.51215
DB05680,3.0799,-4459.16789682,-4.8949,-1.815,1.53995,3.6545633,43.29150872,3.35495
DB05772,1.9678,-5303.55481419,-4.79,-2.8222,0.9839,7.36172233,24.59964714,3.8061
DB05825,2.287,-5498.06456464,-4.9944,-2.7074,1.1435,6.4842286,21.26742613,3.8509
DB05838,3.4126,-5426.48967722,-4.6753,-1.2627,1.7063,2.58306306,23.80935239,2.969
DB05861,2.582,-5123.94847765,-4.9758,-2.3938,1.291,5.25861775,37.64877783,3.6848
DB05881,3.0414,-4610.75633996,-4.9879,-1.9465,1.5207,3.95261256,25.45846131,3.4672
DB05998,2.6282,-5419.41452707,-5.0243,-2.3961,1.3141,5.23764707,27.04835619,3.7102
DB06029,3.4571,-5098.30583018,-4.7659,-1.3088,1.72855,2.6685647,41.0614801,3.03735
DB06042,2.7534,-4932.93476959,-4.9198,-2.1664,1.3767,4.5592931,25.93495732,3.5431
DB06061,3.1896,-5124.255032,-4.9194,-1.7298,1.5948,3.46531388,19.44189777,3.3246
DB06061,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB06075,2.3766,-4995.16253462,-4.8272,-2.4506,1.1883,5.57165413,25.80282535,3.6389
DB06089,3.0661,-4889.06031506,-4.9978,-1.9317,1.53305,3.91523191,40.04356863,3.46475
DB06097,3.0224,-5918.61604401,-4.8444,-1.822,1.5112,3.67596024,26.5579862,3.3332
DB06106,3.5087,-4779.51348068,-5.0517,-1.543,1.75435,3.09873088,44.28601371,3.29735
DB06127,3.8542,-4832.94508286,-4.9654,-1.1112,1.9271,2.3951188,27.37200774,3.0383
DB06144,3.1529,-5426.0203641,-4.4722,-1.3193,1.57645,2.65957311,21.82776981,2.89575
DB06157,3.6498,-4796.20239733,-5.0231,-1.3733,1.8249,2.80247774,35.28671007,3.1982
